"";"category";"ID";"Description";"setSize";"enrichmentScore";"NES";"pvalue";"p.adjust";"qvalue";"rank";"leading_edge";"core_enrichment";"gene.descriptions"
"GO:0071949";"MF";"GO:0071949";"FAD binding";3;0,414200674044498;0,845131647975131;0,66804979253112;0,93712540341171;0,898546504574022;173;"tags=67%, list=20%, signal=53%";"CLM75_RS26815/CLM75_RS26805";"2-octaprenyl-6-methoxyphenyl hydroxylase/2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
"GO:0005515";"MF";"GO:0005515";"protein binding";12;0,237822902464851;0,824218647188393;0,655251141552511;0,93712540341171;0,898546504574022;557;"tags=92%, list=66%, signal=32%";"CLM75_RS08610/CLM75_RS27765/CLM75_RS24380/CLM75_RS03980/CLM75_RS18955/CLM75_RS24775/CLM75_RS07225/CLM75_RS24045/CLM75_RS11690/CLM75_RS15205/CLM75_RS11320";"heme ABC transporter permease/PAS domain S-box protein/sel1 repeat family protein/outer membrane protein assembly factor BamD/ankyrin repeat domain-containing protein/thioredoxin/M48 family peptidase/diguanylate phosphodiesterase/cell division protein/tetratricopeptide repeat protein/PAS domain S-box protein"
"GO:0004674";"MF";"GO:0004674";"protein serine/threonine kinase activity";2;0,491745283018868;0,839896529389514;0,695020746887967;0,961604047064173;0,922017429180864;433;"tags=100%, list=51%, signal=49%";"CLM75_RS25585/CLM75_RS03305";"serine/threonine protein kinase/serine protein kinase RIO"
"GO:0016627";"MF";"GO:0016627";"oxidoreductase activity, acting on the CH-CH group of donors";2;-0,507075471698113;-0,842312542829916;0,71785028790787;0,96240732447629;0,922787637851159;421;"tags=100%, list=50%, signal=51%";"CLM75_RS15055";"hypothetical protein"
"GO:0016780";"MF";"GO:0016780";"phosphotransferase activity, for other substituted phosphate groups";3;-0,421487603305785;-0,807685866258297;0,729885057471264;0,96240732447629;0,922787637851159;494;"tags=100%, list=58%, signal=42%";"CLM75_RS27925/CLM75_RS12205";"CDP-alcohol phosphatidyltransferase family protein/phosphatidylcholine synthase"
"GO:0046872";"MF";"GO:0046872";"metal ion binding";3;-0,419405163156171;-0,803695339697183;0,733716475095785;0,96240732447629;0,922787637851159;70;"tags=100%, list=8%, signal=92%";"CLM75_RS18725/CLM75_RS10340";"DNA/RNA non-specific endonuclease/(2Fe-2S)-binding protein"
"GO:0000166";"MF";"GO:0000166";"nucleotide binding";5;-0,333727810650888;-0,792833160853589;0,711320754716981;0,96240732447629;0,922787637851159;569;"tags=100%, list=67%, signal=33%";"CLM75_RS09150/CLM75_RS04290/CLM75_RS06405/CLM75_RS04210";"serine-tRNA(Ala) deacylase AlaX/tryptophan--tRNA ligase/tRNA lysidine(34) synthetase TilS/ABC transporter ATP-binding protein"
"GO:0016887";"MF";"GO:0016887";"ATPase activity";2;-0,490566037735849;-0,814888413528477;0,750479846449136;0,971775185786702;0,931769849842383;435;"tags=100%, list=51%, signal=49%";"CLM75_RS11690";"cell division protein"
"GO:0035438";"MF";"GO:0035438";"cyclic-di-GMP binding";2;-0,465930118538065;-0,773965227725492;0,806142034548944;0,983242898180658;0,942765467770928;118;"tags=100%, list=14%, signal=86%";"CLM75_RS24070";"PilZ domain-containing protein"
"GO:0016779";"MF";"GO:0016779";"nucleotidyltransferase activity";3;-0,393002347169469;-0,753100301706454;0,804597701149425;0,983242898180658;0,942765467770928;107;"tags=100%, list=13%, signal=88%";"CLM75_RS25400/CLM75_RS25430";"multifunctional CCA addition/repair protein/DNA primase"
"GO:0016866";"MF";"GO:0016866";"intramolecular transferase activity";2;-0,451003964116055;-0,749171113658464;0,834932821497121;0,983242898180658;0,942765467770928;105;"tags=50%, list=12%, signal=44%";"CLM75_RS21775";"23S rRNA pseudouridylate synthase B"
"GO:0008381";"MF";"GO:0008381";"mechanosensitive ion channel activity";2;0,431644326267196;0,737244634736197;0,819502074688797;0,983242898180658;0,942765467770928;109;"tags=50%, list=13%, signal=44%";"CLM75_RS19160";"mechanosensitive ion channel protein"
"GO:0051536";"MF";"GO:0051536";"iron-sulfur cluster binding";7;-0,268101602597285;-0,717325794404798;0,796363636363636;0,983242898180658;0,942765467770928;200;"tags=71%, list=24%, signal=55%";"CLM75_RS26900/CLM75_RS17565/CLM75_RS08860/CLM75_RS16745/CLM75_RS10340";"CDP-6-deoxy-delta-3,4-glucoseen reductase/putative DNA modification/repair radical SAM protein/succinate dehydrogenase iron-sulfur subunit/NADH-quinone oxidoreductase subunit NuoG/(2Fe-2S)-binding protein"
"GO:0016740";"MF";"GO:0016740";"transferase activity";3;0,344746162927981;0,703417234847684;0,829875518672199;0,983242898180658;0,942765467770928;558;"tags=100%, list=66%, signal=34%";"CLM75_RS22510/CLM75_RS02490/CLM75_RS08315";"transpeptidase/3-deoxy-D-manno-octulosonic acid transferase/L,D-transpeptidase"
"GO:0008483";"MF";"GO:0008483";"transaminase activity";2;0,400994279533459;0,684894630036092;0,871369294605809;0,983242898180658;0,942765467770928;92;"tags=50%, list=11%, signal=45%";"CLM75_RS00985";"4-aminobutyrate--2-oxoglutarate transaminase"
"GO:0009982";"MF";"GO:0009982";"pseudouridine synthase activity";3;0,334696556138289;0,682912099825229;0,854771784232365;0,983242898180658;0,942765467770928;214;"tags=67%, list=25%, signal=50%";"CLM75_RS24345/CLM75_RS05990";"pseudouridine synthase/RNA-binding protein S4"
"GO:0016746";"MF";"GO:0016746";"transferase activity, transferring acyl groups";7;0,246737841043891;0,680023128414934;0,842920353982301;0,983242898180658;0,942765467770928;642;"tags=100%, list=76%, signal=25%";"CLM75_RS06240/CLM75_RS02160/CLM75_RS25665/CLM75_RS04990/CLM75_RS13100/CLM75_RS04655/CLM75_RS08870";"glycerol-3-phosphate 1-O-acyltransferase/beta-ketoacyl-[acyl-carrier-protein] synthase II/acyltransferase/MBOAT family protein/beta-ketoacyl-[acyl-carrier-protein] synthase II/glycerol acyltransferase/dihydrolipoyllysine-residue succinyltransferase"
"GO:0003723";"MF";"GO:0003723";"RNA binding";8;-0,240997210881071;-0,678051466630211;0,817531305903399;0,983242898180658;0,942765467770928;183;"tags=38%, list=22%, signal=30%";"CLM75_RS21165/CLM75_RS18085/CLM75_RS21775";"carbon storage regulator/phenylalanine--tRNA ligase subunit beta/23S rRNA pseudouridylate synthase B"
"GO:0004345";"MF";"GO:0004345";"glucose-6-phosphate dehydrogenase activity";2;0,390330188679245;0,666680458580166;0,885892116182573;0,983242898180658;0,942765467770928;519;"tags=100%, list=61%, signal=39%";"CLM75_RS21645/CLM75_RS11765";"glucose-6-phosphate dehydrogenase/glucose-6-phosphate dehydrogenase"
"GO:0016614";"MF";"GO:0016614";"oxidoreductase activity, acting on CH-OH group of donors";2;0,390330188679245;0,666680458580166;0,885892116182573;0,983242898180658;0,942765467770928;519;"tags=100%, list=61%, signal=39%";"CLM75_RS21645/CLM75_RS11765";"glucose-6-phosphate dehydrogenase/glucose-6-phosphate dehydrogenase"
"GO:0043565";"MF";"GO:0043565";"sequence-specific DNA binding";14;0,17851968481228;0,652915905734688;0,867788461538462;0,983242898180658;0,942765467770928;165;"tags=29%, list=19%, signal=23%";"CLM75_RS16155/CLM75_RS19485/CLM75_RS25460/CLM75_RS24335";"transcriptional regulator/sigma-54-dependent Fis family transcriptional regulator/Lrp/AsnC family transcriptional regulator/Lrp/AsnC family transcriptional regulator"
"GO:0005524";"MF";"GO:0005524";"ATP binding";36;0,12642858113053;0,638240566134678;0,903645833333333;0,989045643153527;0,948329329547936;100;"tags=17%, list=12%, signal=15%";"CLM75_RS26860/CLM75_RS08600/CLM75_RS19485/CLM75_RS06170/CLM75_RS04055/CLM75_RS24790";"multidrug ABC transporter ATP-binding protein/cytochrome c biogenesis heme-transporting ATPase CcmA/sigma-54-dependent Fis family transcriptional regulator/adenylate kinase/dephospho-CoA kinase/ABC transporter ATP-binding protein"
"GO:0016791";"MF";"GO:0016791";"phosphatase activity";3;0,30778973983936;0,628011653192843;0,919087136929461;0,989045643153527;0,948329329547936;268;"tags=67%, list=32%, signal=46%";"CLM75_RS25285/CLM75_RS01760";"phosphoglycolate phosphatase/class 1 fructose-bisphosphatase"
"GO:0004888";"MF";"GO:0004888";"transmembrane signaling receptor activity";2;-0,369103773584906;-0,613125176525032;0,944337811900192;0,989045643153527;0,948329329547936;538;"tags=100%, list=63%, signal=37%";"CLM75_RS13850";"methyl-accepting chemotaxis protein"
"GO:0005506";"MF";"GO:0005506";"iron ion binding";5;0,234653018768611;0,5752842232585;0,957627118644068;0,989045643153527;0,948329329547936;385;"tags=80%, list=45%, signal=44%";"CLM75_RS26000/CLM75_RS27575/CLM75_RS18975/CLM75_RS23350";"cytochrome c/rubredoxin/acireductone dioxygenase/catechol 1,2-dioxygenase"
"GO:0008134";"MF";"GO:0008134";"transcription factor binding";4;0,25300371740391;0,556296691145148;0,960264900662252;0,989045643153527;0,948329329547936;65;"tags=25%, list=8%, signal=23%";"CLM75_RS19485";"sigma-54-dependent Fis family transcriptional regulator"
"GO:0016788";"MF";"GO:0016788";"hydrolase activity, acting on ester bonds";3;-0,276269185360094;-0,529407542589472;0,975095785440613;0,989045643153527;0,948329329547936;617;"tags=100%, list=73%, signal=28%";"CLM75_RS08250/CLM75_RS12875";"preprotein translocase subunit TatD/nuclease"
"GO:0004518";"MF";"GO:0004518";"nuclease activity";3;0,25570476293589;0,521737894786435;0,979253112033195;0,989045643153527;0,948329329547936;285;"tags=67%, list=34%, signal=44%";"CLM75_RS27350/CLM75_RS17095";"exodeoxyribonuclease III/exodeoxyribonuclease III"
"GO:0015424";"MF";"GO:0015424";"ATPase-coupled amino acid transmembrane transporter activity";2;-0,313672646524275;-0,521047495405869;0,975047984644914;0,989045643153527;0,948329329547936;176;"tags=50%, list=21%, signal=40%";"CLM75_RS26945";"amino acid ABC transporter ATP-binding protein"
"GO:0005525";"MF";"GO:0005525";"GTP binding";2;-0,308179240185689;-0,511922295469937;0,978886756238004;0,989045643153527;0,948329329547936;202;"tags=100%, list=24%, signal=76%";"CLM75_RS03880";"sulfate adenylyltransferase subunit CysN"
"GO:0015299";"MF";"GO:0015299";"solute:proton antiporter activity";2;-0,281110487840803;-0,466957885058801;0,994241842610365;0,994241842610365;0,953311615634743;199;"tags=50%, list=23%, signal=38%";"CLM75_RS10640";"glutathione-regulated potassium-efflux system protein KefB"
"GO:0007155";"BP";"GO:0007155";"cell adhesion";2;0,998820754716981;1,69260037029234;1,47243850511498e-05;0,000971809413375886;0,000852464397698146;3;"tags=100%, list=0%, signal=100%";"CLM75_RS17845/CLM75_RS17820";"type 1 fimbrial protein/type 1 fimbrial protein"
"GO:0071973";"BP";"GO:0071973";"bacterial-type flagellum-dependent cell motility";4;0,884126459518598;1,93398833635291;0,000635698751793804;0,0209780588091955;0,0184018059729785;33;"tags=75%, list=4%, signal=72%";"CLM75_RS19480/CLM75_RS19425/CLM75_RS19420";"flagellar hook-basal body complex protein FliE/flagellar basal body-associated protein FliL/flagellar motor switch protein FliM"
"GO:0017004";"BP";"GO:0017004";"cytochrome complex assembly";6;0,749901153567954;1,95677910804575;0,00252220509537953;0,0554885120983497;0,048674133419605;128;"tags=83%, list=15%, signal=71%";"CLM75_RS08615/CLM75_RS08610/CLM75_RS08600/CLM75_RS08620/CLM75_RS22465";"heme exporter CcmD/heme ABC transporter permease/cytochrome c biogenesis heme-transporting ATPase CcmA/cytochrome c maturation protein CcmE/cytochrome c assembly protein"
"GO:0006355";"BP";"GO:0006355";"regulation of transcription, DNA-templated";87;0,275076321112375;1,78710722085381;0,00430502487922827;0,0710329105072664;0,0623095706204091;465;"tags=80%, list=55%, signal=41%";"CLM75_RS17840/CLM75_RS22235/CLM75_RS16155/CLM75_RS04050/CLM75_RS22960/CLM75_RS19485/CLM75_RS23030/CLM75_RS22515/CLM75_RS25455/CLM75_RS08395/CLM75_RS05260/CLM75_RS20430/CLM75_RS19290/CLM75_RS07245/CLM75_RS10875/CLM75_RS01780/CLM75_RS22580/CLM75_RS02130/CLM75_RS17255/CLM75_RS10610/CLM75_RS21465/CLM75_RS20500/CLM75_RS26095/CLM75_RS23150/CLM75_RS17250/CLM75_RS04955/CLM75_RS03400/CLM75_RS27760/CLM75_RS07915/CLM75_RS07445/CLM75_RS03355/CLM75_RS10525/CLM75_RS21880/CLM75_RS27750/CLM75_RS00140/CLM75_RS08040/CLM75_RS23170/CLM75_RS23420/CLM75_RS23330/CLM75_RS09155/CLM75_RS07320/CLM75_RS03575/CLM75_RS05610/CLM75_RS09275/CLM75_RS00680/CLM75_RS05720/CLM75_RS04125/CLM75_RS07025/CLM75_RS21440/CLM75_RS06435/CLM75_RS18825/CLM75_RS10460/CLM75_RS10370/CLM75_RS10690/CLM75_RS16245/CLM75_RS27415/CLM75_RS21370/CLM75_RS01275/CLM75_RS05800/CLM75_RS10065/CLM75_RS05275/CLM75_RS22880/CLM75_RS18465/CLM75_RS09515/CLM75_RS06650/CLM75_RS05575/CLM75_RS21445/CLM75_RS25800/CLM75_RS22215/CLM75_RS23315";"DNA-binding response regulator/sigma-70 family RNA polymerase sigma factor/transcriptional regulator/DNA gyrase inhibitor YacG/DNA-binding response regulator/sigma-54-dependent Fis family transcriptional regulator/LysR family transcriptional regulator/GntR family transcriptional regulator/LysR family transcriptional regulator/MarR family transcriptional regulator/LysR family transcriptional regulator/GntR family transcriptional regulator/DNA-binding response regulator/glycine cleavage system protein R/DNA-binding response regulator/histidine utilization repressor/trehalose operon repressor/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/MurR/RpiR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/sigma-54-dependent transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/integration host factor subunit beta/helix-turn-helix-type transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/DeoR/GlpR family transcriptional regulator/catabolite repressor/activator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/FadR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/AraC family transcriptional regulator/hydrogen peroxide-inducible genes activator/LysR family transcriptional regulator/two-component system response regulator OmpR/DNA-binding response regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/LysR family transcriptional regulator/helix-turn-helix transcriptional regulator/LysR family transcriptional regulator/GlxA family transcriptional regulator/DNA-binding response regulator/LysR family transcriptional regulator"
"GO:0042773";"BP";"GO:0042773";"ATP synthesis coupled electron transport";4;-0,793144208037825;-1,73514808492273;0,0101440368352335;0,124406175178333;0,109128223840643;180;"tags=100%, list=21%, signal=79%";"CLM75_RS16765/CLM75_RS16775/CLM75_RS16770";"NADH-quinone oxidoreductase subunit K/NADH-quinone oxidoreductase subunit M/NADH-quinone oxidoreductase subunit L"
"GO:0006099";"BP";"GO:0006099";"tricarboxylic acid cycle";6;-0,682464454976303;-1,73028909597253;0,016964478433409;0,124406175178333;0,109128223840643;275;"tags=100%, list=32%, signal=68%";"CLM75_RS08865/CLM75_RS08870/CLM75_RS15085/CLM75_RS08860/CLM75_RS16665";"2-oxoglutarate dehydrogenase E1 component/dihydrolipoyllysine-residue succinyltransferase/bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase/succinate dehydrogenase iron-sulfur subunit/NADP-dependent isocitrate dehydrogenase"
"GO:0061077";"BP";"GO:0061077";"chaperone-mediated protein folding";4;0,783166350574497;1,71314247088574;0,0135410310151108;0,124406175178333;0,109128223840643;4;"tags=50%, list=0%, signal=50%";"CLM75_RS17850/CLM75_RS17815";"molecular chaperone/phytochrome sensor protein"
"GO:0043711";"BP";"GO:0043711";"pilus organization";3;0,823362782647957;1,64047880293312;0,0163634531378704;0,124406175178333;0,109128223840643;4;"tags=67%, list=0%, signal=67%";"CLM75_RS17850/CLM75_RS17815";"molecular chaperone/phytochrome sensor protein"
"GO:0071555";"BP";"GO:0071555";"cell wall organization";3;0,823362782647957;1,64047880293312;0,0163634531378704;0,124406175178333;0,109128223840643;4;"tags=67%, list=0%, signal=67%";"CLM75_RS17850/CLM75_RS17815";"molecular chaperone/phytochrome sensor protein"
"GO:0019646";"BP";"GO:0019646";"aerobic electron transport chain";2;-0,872641509433962;-1,46048925276341;0,0386605557228261;0,255159667770652;0,223824269974256;111;"tags=100%, list=13%, signal=87%";"CLM75_RS24120";"cytochrome ubiquinol oxidase subunit I"
"GO:0006098";"BP";"GO:0006098";"pentose-phosphate shunt";3;0,751746509573091;1,49778960152599;0,0429114156386904;0,257468493832142;0,225849555993107;38;"tags=67%, list=4%, signal=64%";"CLM75_RS21640/CLM75_RS25290";"6-phosphogluconolactonase/ribulose-phosphate 3-epimerase"
"GO:0055085";"BP";"GO:0055085";"transmembrane transport";41;-0,30617738055179;-1,49155571632831;0,0512820512820513;0,275;0,241228070175439;347;"tags=63%, list=41%, signal=39%";"CLM75_RS11250/CLM75_RS12185/CLM75_RS13720/CLM75_RS14625/CLM75_RS13760/CLM75_RS11470/CLM75_RS06800/CLM75_RS26645/CLM75_RS14365/CLM75_RS12080/CLM75_RS20335/CLM75_RS14975/CLM75_RS11060/CLM75_RS16395/CLM75_RS19960/CLM75_RS14360/CLM75_RS10640/CLM75_RS12830/CLM75_RS25895/CLM75_RS14065/CLM75_RS18850/CLM75_RS06835/CLM75_RS12850/CLM75_RS12855/CLM75_RS12860/CLM75_RS11025";"ABC transporter substrate-binding protein/chloride channel protein/MFS transporter/amino acid permease/MFS transporter/microcin C ABC transporter permease YejB/MFS transporter/putrescine ABC transporter permease PotI/phosphate ABC transporter permease subunit PstC/RND transporter/hypothetical protein/C4-dicarboxylate ABC transporter/MFS transporter/voltage-gated chloride channel protein/aquaporin Z/phosphate ABC transporter permease PtsA/glutathione-regulated potassium-efflux system protein KefB/amino acid permease/multidrug transporter subunit MdtD/MFS transporter/ABC transporter ATP-binding protein/multidrug efflux RND transporter permease subunit/type I secretion system permease/ATPase/HlyD family type I secretion periplasmic adaptor subunit/peptidase/macrolide transporter subunit MacA"
"GO:0015886";"BP";"GO:0015886";"heme transport";3;0,743118161168595;1,48059836704199;0,0541666666666667;0,275;0,241228070175439;48;"tags=67%, list=6%, signal=63%";"CLM75_RS08615/CLM75_RS08610";"heme exporter CcmD/heme ABC transporter permease"
"GO:0009236";"BP";"GO:0009236";"cobalamin biosynthetic process";5;-0,636686390532544;-1,50713654981478;0,0752293577981651;0,354652686762779;0,311098848037525;313;"tags=100%, list=37%, signal=64%";"CLM75_RS19710/CLM75_RS19715/CLM75_RS11660/CLM75_RS19720";"cobyric acid synthase CobQ/threonine-phosphate decarboxylase/cobaltochelatase subunit CobN/cobalamin biosynthesis protein"
"GO:0000160";"BP";"GO:0000160";"phosphorelay signal transduction system";19;0,380493819436929;1,54340113598113;0,100726025598673;0,391053981736024;0,343029808540372;120;"tags=37%, list=14%, signal=32%";"CLM75_RS19280/CLM75_RS17840/CLM75_RS19285/CLM75_RS22960/CLM75_RS19485/CLM75_RS19290/CLM75_RS10875";"hypothetical protein/DNA-binding response regulator/sensor histidine kinase/DNA-binding response regulator/sigma-54-dependent Fis family transcriptional regulator/DNA-binding response regulator/DNA-binding response regulator"
"GO:0009058";"BP";"GO:0009058";"biosynthetic process";9;-0,486262426438969;-1,43753743627459;0,0963222416812609;0,391053981736024;0,343029808540372;232;"tags=67%, list=27%, signal=49%";"CLM75_RS17695/CLM75_RS10225/CLM75_RS08015/CLM75_RS19715/CLM75_RS11660/CLM75_RS11015";"SMP-30/gluconolactonase/LRE family protein/3-deoxy-7-phosphoheptulonate synthase/histidinol-phosphate transaminase/threonine-phosphate decarboxylase/cobaltochelatase subunit CobN/non-ribosomal peptide synthetase"
"GO:0006779";"BP";"GO:0006779";"porphyrin-containing compound biosynthetic process";4;0,640859702472328;1,40185284183773;0,0936170212765957;0,391053981736024;0,343029808540372;39;"tags=50%, list=5%, signal=48%";"CLM75_RS00115/CLM75_RS20110";"oxygen-dependent coproporphyrinogen oxidase/oxygen-independent coproporphyrinogen III oxidase"
"GO:0006777";"BP";"GO:0006777";"Mo-molybdopterin cofactor biosynthetic process";2;0,786556603773585;1,33289781226091;0,129979035639413;0,451506123800066;0,396058003333391;183;"tags=100%, list=22%, signal=79%";"CLM75_RS08580/CLM75_RS08575";"molybdenum cofactor biosynthesis protein B/molybdenum cofactor guanylyltransferase MobA"
"GO:0015891";"BP";"GO:0015891";"siderophore transport";2;-0,779312422461302;-1,30428979740836;0,127619047619048;0,451506123800066;0,396058003333391;20;"tags=100%, list=2%, signal=98%";"CLM75_RS11255";"TonB-dependent siderophore receptor"
"GO:0022904";"BP";"GO:0022904";"respiratory electron transport chain";2;-0,76061320754717;-1,27299401085459;0,154285714285714;0,509142857142857;0,446616541353383;206;"tags=100%, list=24%, signal=76%";"CLM75_RS23065";"cytochrome o ubiquinol oxidase subunit III"
"GO:0033014";"BP";"GO:0033014";"tetrapyrrole biosynthetic process";2;0,753537735849057;1,27694408101157;0,176100628930818;0,528301886792453;0,463422707712678;211;"tags=100%, list=25%, signal=75%";"CLM75_RS27080/CLM75_RS09990";"hydroxymethylbilane synthase/porphobilinogen synthase"
"GO:0009073";"BP";"GO:0009073";"aromatic amino acid family biosynthetic process";2;-0,753537735849057;-1,26115220610245;0,16952380952381;0,528301886792453;0,463422707712678;212;"tags=100%, list=25%, signal=75%";"CLM75_RS08020";"bifunctional prephenate dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase"
"GO:0006508";"BP";"GO:0006508";"proteolysis";10;-0,408449619136447;-1,24551593203615;0,207381370826011;0,595094368457248;0,522012603909866;88;"tags=30%, list=10%, signal=27%";"CLM75_RS20260/CLM75_RS16650/CLM75_RS12840";"D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase/ATP-dependent Clp protease adapter ClpS/serine 3-dehydrogenase"
"GO:0006006";"BP";"GO:0006006";"glucose metabolic process";3;0,607374925039267;1,21014176370178;0,220833333333333;0,607291666666667;0,532711988304094;176;"tags=67%, list=21%, signal=53%";"CLM75_RS22230/CLM75_RS21645";"type I glyceraldehyde-3-phosphate dehydrogenase/glucose-6-phosphate dehydrogenase"
"GO:0006865";"BP";"GO:0006865";"amino acid transport";4;-0,561465721040189;-1,22830900199448;0,25;0,66;0,578947368421053;376;"tags=100%, list=44%, signal=56%";"CLM75_RS14280/CLM75_RS14430/CLM75_RS11895";"chemotaxis protein/LysE family translocator/lysine transporter LysE"
"GO:0015846";"BP";"GO:0015846";"polyamine transport";3;-0,610566455763999;-1,19516114043081;0,260038240917782;0,660097073098985;0,579032520262268;156;"tags=100%, list=18%, signal=82%";"CLM75_RS09090/CLM75_RS12820";"polyamine ABC transporter substrate-binding protein/polyamine ABC transporter substrate-binding protein"
"GO:0006400";"BP";"GO:0006400";"tRNA modification";2;0,668632075471698;1,133063057799;0,310272536687631;0,758443978569765;0,665301735587513;283;"tags=100%, list=33%, signal=67%";"CLM75_RS15070/CLM75_RS23580";"tRNA hydroxylase/tRNA glutamyl-Q(34) synthetase GluQRS"
"GO:0006744";"BP";"GO:0006744";"ubiquinone biosynthetic process";3;0,560728339866133;1,11720249583782;0,33125;0,780803571428571;0,684915413533835;173;"tags=67%, list=20%, signal=53%";"CLM75_RS26815/CLM75_RS26805";"2-octaprenyl-6-methoxyphenyl hydroxylase/2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
"GO:0042121";"BP";"GO:0042121";"alginic acid biosynthetic process";4;0,5;1,09372834368398;0,357446808510638;0,813499633162142;0,713596169440476;427;"tags=100%, list=50%, signal=50%";"CLM75_RS05035/CLM75_RS04985/CLM75_RS04980/CLM75_RS04990";"nucleotide sugar dehydrogenase/alginate O-acetyltransferase/alginate O-acetyltransferase AlgF/MBOAT family protein"
"GO:0016310";"BP";"GO:0016310";"phosphorylation";5;0,443786982248521;1,07615293853532;0,37855579868709;0,821261919253398;0,720405192327542;475;"tags=100%, list=56%, signal=44%";"CLM75_RS19490/CLM75_RS22210/CLM75_RS22170/CLM75_RS21830/CLM75_RS18230";"PAS domain-containing sensor histidine kinase/two-component sensor histidine kinase/sensor histidine kinase/two-component sensor histidine kinase/two-component sensor histidine kinase"
"GO:0006308";"BP";"GO:0006308";"DNA catabolic process";2;0,633254716981132;1,07311263146043;0,385744234800839;0,821261919253398;0,720405192327542;313;"tags=100%, list=37%, signal=63%";"CLM75_RS24690/CLM75_RS22615";"exodeoxyribonuclease 7 small subunit/exodeoxyribonuclease VII large subunit"
"GO:0006825";"BP";"GO:0006825";"copper ion transport";2;-0,632075471698113;-1,05786789119079;0,44;0,824685714285714;0,723408521303258;315;"tags=100%, list=37%, signal=63%";"CLM75_RS17455";"copper resistance protein CopD"
"GO:0005975";"BP";"GO:0005975";"carbohydrate metabolic process";11;0,320926339498363;1,04780585991662;0,404705882352941;0,824685714285714;0,723408521303258;396;"tags=82%, list=47%, signal=44%";"CLM75_RS21640/CLM75_RS25290/CLM75_RS05045/CLM75_RS25285/CLM75_RS07830/CLM75_RS01760/CLM75_RS06020/CLM75_RS01860/CLM75_RS02835";"6-phosphogluconolactonase/ribulose-phosphate 3-epimerase/polysaccharide deacetylase family protein/phosphoglycolate phosphatase/transaldolase/class 1 fructose-bisphosphatase/glucan biosynthesis protein D/glucan biosynthesis protein G/N-acylglucosamine 2-epimerase"
"GO:0009435";"BP";"GO:0009435";"NAD biosynthetic process";3;0,520661157024793;1,03737211543967;0,445833333333333;0,824685714285714;0,723408521303258;409;"tags=100%, list=48%, signal=52%";"CLM75_RS02770/CLM75_RS04090/CLM75_RS02775";"ammonia-dependent NAD(+) synthetase/carboxylating nicotinate-nucleotide diphosphorylase/nicotinate phosphoribosyltransferase"
"GO:0006821";"BP";"GO:0006821";"chloride transport";2;-0,599056603773585;-1,00260613568082;0,493333333333333;0,824685714285714;0,723408521303258;343;"tags=100%, list=40%, signal=60%";"CLM75_RS16395";"voltage-gated chloride channel protein"
"GO:0045892";"BP";"GO:0045892";"negative regulation of transcription, DNA-templated";5;0,413348782967062;1,00234239674227;0,457330415754923;0,824685714285714;0,723408521303258;377;"tags=80%, list=44%, signal=45%";"CLM75_RS03390/CLM75_RS01780/CLM75_RS24760/CLM75_RS08795";"TetR family transcriptional regulator/histidine utilization repressor/transcriptional regulator NrdR/TetR family transcriptional regulator"
"GO:0006284";"BP";"GO:0006284";"base-excision repair";2;0,576650943396226;0,977191949318716;0,507337526205451;0,824685714285714;0,723408521303258;361;"tags=100%, list=42%, signal=58%";"CLM75_RS07120/CLM75_RS05810";"uracil-DNA glycosylase/endonuclease III"
"GO:0019441";"BP";"GO:0019441";"tryptophan catabolic process to kynurenine";2;-0,58372641509434;-0,976948892051198;0,52952380952381;0,824685714285714;0,723408521303258;356;"tags=100%, list=42%, signal=58%";"CLM75_RS13690";"cyclase family protein"
"GO:0006633";"BP";"GO:0006633";"fatty acid biosynthetic process";3;0,484494207898711;0,965312611830231;0,5375;0,824685714285714;0,723408521303258;52;"tags=33%, list=6%, signal=31%";"CLM75_RS21615";"3-hydroxybutyryl-CoA dehydratase"
